imdbID,title,year,rating,runtime,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,plot,fullplot,language,country,awards,lastupdated,type
18839,The Docks of New York,1928,NOT RATED,76 min,"Crime, Drama, Romance",1928-09-29,Josef von Sternberg,"Jules Furthman (story), Julian Johnson (titles), John Monk Saunders (suggested by ""The Dock Walloper"")","George Bancroft, Betty Compson, Olga Baclanova, Clyde Cook",,7.7,2467,"http://ia.media-imdb.com/images/M/MV5BMTk1MDMxNTM5NF5BMl5BanBnXkFtZTYwOTU4OTU5._V1._CR3,52,253,422_SX89_AL_.jpg_V1_SX300.jpg",A blue-collar worker on New York's depressed waterfront finds his life changed after he saves a woman attempting suicide.,"The ship on which Bill Roberts is a stoker has just put into port, giving the crew one night ashore. The ship's bad-tempered third engineer orders the stokers to clean up, while the engineer heads for a dockside bar, where he has a confrontation with the wife he had abandoned. Then, as Bill himself goes ashore, he sees a young woman attempt to drown herself. Bill dives in, saves her, and then, assisted by the engineer's wife, sees that she is cared for. Bill and the rescued woman begin to enjoy one another's company, but they must contend with the malice of the engineer, as well as a number of other complications.",English,USA,2 wins.,2015-08-25 00:14:11.633000000,movie
18836,The Divine Woman,1928,,80 min,"Drama, Romance",1928-01-14,Victor Sj�str�m,"John Colton (titles), Dorothy Farnum, Gladys Unger (play)","Greta Garbo, Lars Hanson, Lowell Sherman, Polly Moran",,7.2,262,http://ia.media-imdb.com/images/M/MV5BMjAzNDQxOTA4NV5BMl5BanBnXkFtZTgwMDQ0MTM5MjE@._V1_SX300.jpg,"[For 9 minute surviving fragment] Lucian, a soldier in Paris, is to ship out for Algiers at 9 that evening. He stops by for a last meal with his love, Marianne. He may be worried that when ...","[For 9 minute surviving fragment] Lucian, a soldier in Paris, is to ship out for Algiers at 9 that evening. He stops by for a last meal with his love, Marianne. He may be worried that when he leaves she will find another soldier to love. They argue then embrace and, when the clock strikes midnight, he is still in her arms. Is desertion in the cards? Can the relationship survive the military demands and a soldier's obligations?",,USA,,2015-08-25 00:13:55.370000000,movie
18876,The Farmer's Wife,1928,,129 min,"Comedy, Drama, Romance",1930-01-04,Alfred Hitchcock,"Eden Phillpotts (play), Eliot Stannard (adaptation)","Jameson Thomas, Lillian Hall-Davis, Gordon Harker, Gibb McLaughlin",,6.1,1635,"http://ia.media-imdb.com/images/M/MV5BMTkzNzkxNDM3MV5BMl5BanBnXkFtZTcwNTk5OTY1NQ@@._V1._CR32,39,292,407_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg","After his daughter weds, a middle-aged widower with a profitable farm decides to remarry but finds choosing a suitable mate a problematic process.",Farmer Sweetland is a lonely old widower. He is determined to marry again and he enlists the help of his housekeeper Minta to pick a wife from the local single women.,English,UK,,2015-08-25 00:24:35.353000000,movie
18873,The Fall of the House of Usher,1928,UNRATED,13 min,"Short, Horror",2011-09-20,"James Sibley Watson, Melville Webber",Edgar Allan Poe (story),"Herbert Stern, Hildegarde Watson, Melville Webber",,7,820,,"A traveller arrives at the Usher mansion to find that the sibling inhabitants, Roderick and Madeline Usher, are living under a mysterious family curse: Roderick's senses have become ...","A traveller arrives at the Usher mansion to find that the sibling inhabitants, Roderick and Madeline Usher, are living under a mysterious family curse: Roderick's senses have become painfully acute, while Madeline has become nearly catatonic. As the visitor's stay at the mansion continues, the effects of the curse reach their terrifying climax.",,USA,1 win.,2015-07-04 00:36:23.880000000,movie
18909,Four Sons,1928,PASSED,100 min,"Drama, War",1928-02-13,John Ford,"Philip Klein (adapted by), I.A.R. Wylie (story)","Margaret Mann, James Hall, Charles Morton, Ralph Bushman",,7,434,,"A family saga in which three of a Bavarian widow's sons go to war for Germany and the fourth goes to America, Germany's eventual opponent.","In Burgendorf, Bavaria, Mother Bernle has four sons. Franz is in the army, Johann works at the forge, Andreas tends the sheep. Joseph is riding a hay wagon with a pretty girl when some of the hay falls off, landing on the fearsome Maj. Von Stomm. Joseph gets a slap from the major... The jovial postman has brought a letter from America. Joseph has the offer of a job in the States. But getting there is so expensive... It's Mother Bernle's birthday and most of the town gathers for the dancing. Mother gives Joseph the money she has secreted away. He leaves for the USA... It is ""Der Tag"", The Day when war is declared. Franz and Johann are excited about their new uniforms. But America is still neutral. Joseph runs the German-American Delicatessen with his new wife Annabelle. The reports of the first German battles with the Russians are good. So why does the postman carry a black-edged letter for Mother Bernle? When America does enter the war, Joseph enlists and meets his friend, the iceman from the deli... Times are very bad in Burgendorf. Von Stomm accuses Mother Bernle: she is the ""mother of a traitor""...",English,USA,1 win.,2015-08-19 00:41:24.220000000,movie
18908,The Four Feathers,1929,,,"Adventure, Drama, Romance",1929-06-01,"Merian C. Cooper, Lothar Mendes, Ernest B. Schoedsack","A.E.W. Mason (novel), Hope Loring (adaptation), Howard Estabrook (screenplay), Julian Johnson (titles)","Richard Arlen, Fay Wray, Clive Brook, William Powell",,7.1,175,http://ia.media-imdb.com/images/M/MV5BNDY1NzI1MDU1Nl5BMl5BanBnXkFtZTgwMDAwODA1MjE@._V1_SX300.jpg,,,English,USA,,2015-07-07 02:54:38.330000000,movie
18935,Geschlecht in Fesseln,1928,,107 min,Drama,,William Dieterle,"Franz H�llering (essay), Herbert Juttke, Georg C. Klaren","William Dieterle, Gunnar Toln�s, Mary Johnson, Paul Henckels",,6.7,166,http://ia.media-imdb.com/images/M/MV5BMzk3NjY4NTQ5MV5BMl5BanBnXkFtZTcwNjIwNDcyMQ@@._V1_SX300.jpg,A young man is convicted of manslaughter and sentenced to a term in prison. There he forms a close relationship with his cellmate and upon his release his wife is concerned as to how prison has changed the man she married.,A young man is convicted of manslaughter and sentenced to a term in prison. There he forms a close relationship with his cellmate and upon his release his wife is concerned as to how prison has changed the man she married.,German,Germany,,2015-09-01 00:34:04.710000000,movie
18937,A Girl in Every Port,1928,,78 min,Comedy,1928-02-26,Howard Hawks,"Malcolm Stuart Boylan (titles), Howard Hawks (story), Sidney Lanfield, James Kevin McGuinness, Seton I. Miller, Reggie Morris","Victor McLaglen, Robert Armstrong, Louise Brooks, Maria Alba",,6.8,407,,"Two sailors with a rivalry over chasing women become friends. But when one decides to finally settle down, will this mysterious young women come between them?","Two sailors with a rivalry over chasing women become friends. But when one decides to finally settle down, will this mysterious young women come between them?",,USA,,2015-08-03 00:46:29.100000000,movie
18972,Hangman's House,1928,PASSED,80 min,"Drama, Romance, Thriller",1928-05-13,John Ford,"Philip Klein (adapted by), Marion Orth (scenario), Malcolm Stuart Boylan (titles), Brian Oswald Donn-Byrne (novel)","Victor McLaglen, June Collyer, Earle Foxe, Larry Kent",,6.5,288,,"Victor McLaglen, an exile Irish patriot, risks his life by returning to Ireland and helping a young couple. John Wayne is an over-enthusiastic spectator who smashes a picket fence.","'Citizen' Hogan is a Irish Republican patriot with a price on his head, serving in Algiers, where he is highly respected by his Foreign Legionaire comrades. After receiving a telegram, he asks permission to go back to Ireland to settle a matter involving family honor by killing D'Arcy, a fortune-hunting opportunist who has turned British informer. Back in Ireland Lord Justice O'Brien, who has the unenviable reputation of being a hanging judge and is haunted with self-doubt, is terminally ill and close to death. He tries to ensure his daughter Connaught's future welfare by coercing her to renounce her love for the upstanding but poor Dermot McDermot and marry the despicably unscrupulous but affluent D'Arcy, the man Hogan has returned to murder.",,USA,,2015-08-14 00:31:56.833000000,movie
19071,The Last Command,1928,NOT RATED,88 min,"Drama, History, Romance",1928-04-01,Josef von Sternberg,"Lajos Bir� (story), John F. Goodrich, Herman J. Mankiewicz (titles), Josef von Sternberg (story)","Emil Jannings, Evelyn Brent, William Powell, Jack Raymond",,8,2090,http://ia.media-imdb.com/images/M/MV5BMTg2Mjg3MDI5OF5BMl5BanBnXkFtZTgwMjMzMDMyMjE@._V1_SX300.jpg,A former Imperial Russian general and cousin of the Czar ends up in Hollywood as an extra in a movie directed by a former revolutionary.,"A decorated, aristocratic Czarist General is reduced to penury after the collapse of Imperial Russia. An old adversary, now a successful director hires the general to re-enact the revolution which deposed him.",English,USA,Won 1 Oscar. Another 1 win & 1 nomination.,2015-08-30 00:27:52.727000000,movie
19067,A Lady of Chance,1928,PASSED,78 min,"Comedy, Drama, Romance",1928-12-01,Robert Z. Leonard,"Leroy Scott (from the story ""Little Angel""), Edmund Goulding (adaptation), A.P. Younger (scenario), Ralph Spence (titles)","Norma Shearer, Lowell Sherman, Gwen Lee, Johnny Mack Brown",,6.9,275,"http://ia.media-imdb.com/images/M/MV5BMTgxMDE5ODMzM15BMl5BanBnXkFtZTcwOTczMDAyMw@@._V1._CR41.883331298828125,67.53334045410156,275,420_SX89_AL_.jpg_V1_SX300.jpg",Seasoned grifter Dolly Crandall returns to the 'badger game' but has a change of heart when she falls in love with a young man she believes is a rich Southerner.,"Dolly, alias ""Angel Face,"" meets a naive young man at a hotel who appears to be rich. Thinking she's found an easy mark, she marries him, only to find out that the plantation he was bragging about belongs to a neighbor, and his fortune is more speculative than real. In spite of herself, she falls in love with him.",English,USA,,2015-07-14 00:23:30.427000000,movie
19074,"Laugh, Clown, Laugh",1928,PASSED,73 min,Drama,1928-04-14,Herbert Brenon,"David Belasco (play), Tom Cushing (play), Joseph Farnham (titles), Elizabeth Meehan","Lon Chaney, Bernard Siegel, Loretta Young, Cissy Fitzgerald",,7.8,1257,http://ia.media-imdb.com/images/M/MV5BMTk1MjEzOTc4Ml5BMl5BanBnXkFtZTgwODU1NDM4MTE@._V1_SX300.jpg,"A professional clown and a self-indulgent count learn to help each other with their problems, but then become romantic rivals.","As professional clowns Tito and Simon are traveling, they happen upon an abandoned child, whom they take in and name Simonetta. When Simonetta is older, she becomes a circus performer herself. One day she is looking for roses, and climbs into the garden of Count Luigi Ravelli. The count becomes infatuated with her, but she leaves as soon as possible. Sometime later, Ravelli consults a doctor about his fits of uncontrollable laughter, and there he meets Tito, who has come to seek help for his fits of uncontrollable weeping. The two decide to help each other, and they establish a friendship, but problems arise when they realize that they are both in love with Simonetta.",,USA,2 nominations.,2015-09-11 00:00:30.930000000,movie
19096,Lights of New York,1928,APPROVED,57 min,"Crime, Drama",1928-07-18,Bryan Foy,"Murray Roth (by), Hugh Herbert (by)","Helene Costello, Cullen Landis, Mary Carr, Wheeler Oakman",,7.3,570,,A young kid from Upstate New York named Eddie (Landis) is conned into fronting for a speakeasy on Broadway. Throughout the con there is an inevitable chorus-girl with a heart of gold (...,"A young kid from Upstate New York named Eddie (Landis) is conned into fronting for a speakeasy on Broadway. Throughout the con there is an inevitable chorus-girl with a heart of gold (Costello), a cop-killing gangster boss (Oakman) and his downtrodden ex-girlfriend (Brockwell).",English,USA,,2015-08-14 00:01:41.350000000,movie
19109,Lonesome,1928,NOT RATED,69 min,"Comedy, Drama, Romance",1929-02-01,P�l Fej�s,"Mann Page (story), Edward T. Lowe Jr. (adaptation), Edward T. Lowe Jr. (scenario), Tom Reed (scenario), Tom Reed (titles)","Barbara Kent, Glenn Tryon, Fay Holderness, Guszt�v P�rtos",,8,1264,"http://ia.media-imdb.com/images/M/MV5BMTYyMzQ3NDM5Ml5BMl5BanBnXkFtZTcwMjY0NDEyOA@@._V1._CR236,74,574,894_SX89_AL_.jpg_V1_SX300.jpg","Two lonely people in the big city meet and enjoy the thrills of an amusement park, only to lose each other in the crowd after spending a great day together. Will they ever see each other again?","A lonesome boy and a lonesome girl meet accidentally on their Saturday-off at Coney Island. It is love at fight sight but over the bewilderment of their sudden romance and escape from loneliness, they don't even realize they don'y even known each other's name until a fire breaks out and they are separated.",English,USA,1 win.,2015-09-02 00:39:15.460000000,movie
19130,The Man Who Laughs,1928,NOT RATED,110 min,"Drama, Horror, Mystery",1928-11-04,Paul Leni,"Victor Hugo (novel), J. Grubb Alexander (adaptation), J. Grubb Alexander (continuity), Walter Anthony (titles)","Mary Philbin, Conrad Veidt, Julius Molnar, Olga Baclanova",,7.8,3305,http://ia.media-imdb.com/images/M/MV5BNTIyOTY1MTkwMl5BMl5BanBnXkFtZTgwNzc5NzMwMjE@._V1_SX300.jpg,"When a proud noble refuses to kiss the hand of the despotic King James in 1690, he is cruelly executed and his son surgically disfigured.","Gwynplaine, son of Lord Clancharlie, has a permanent smile carved on his face by the King, in revenge for Gwynplaine's father's treachery. Gwynplaine is adopted by a travelling showman and becomes a popular idol. He falls in love with the blind Dea. The king dies, and his evil jester tries to destroy or corrupt Gwynplaine.",English,USA,,2015-08-05 00:36:16.833000000,movie
19195,The Mysterious Lady,1928,PASSED,96 min,"Drama, Romance",1928-08-04,Fred Niblo,"Ludwig Wolff (based on the novel ""War in the Dark"" by), Bess Meredyth (treatment and continuity), Marian Ainslee (titles), Ruth Cummings (titles)","Greta Garbo, Conrad Nagel, Gustav von Seyffertitz, Albert Pollet",,7.4,805,http://ia.media-imdb.com/images/M/MV5BMTczNzA2NjgwN15BMl5BanBnXkFtZTgwMjg1MjgwMjE@._V1_SX300.jpg,"An attractive Russian spy seduces an Austrian officer in order to get some important plans, but when she actually falls in love with him, both of them are placed in a dangerous situation.","Austrian Captain Karl von Raden attends the opera one evening, and meets Tania. After the performance, he takes her home, and the two of them spend the next day on a romantic outing. That evening, Karl must deliver some important plans to Berlin. Just before boarding his train, he learns that Tania is really a Russian spy. She comes to see him aboard the train, and admits that she set things up on purpose so as to meet him, but she also insists that she truly has fallen in love with him. When Karl rebuffs her coldly, she steals the plans, which leads to him being court-martialed and imprisoned. Karl's influential uncle is able to provide him with one last chance to clear his name.",English,USA,,2015-08-25 01:05:30.603000000,movie
19225,The Eleventh Year,1928,,52 min,Documentary,1928-05-15,Dziga Vertov,Dziga Vertov,,,7.1,143,http://ia.media-imdb.com/images/M/MV5BMTgyMTMzNjY0OV5BMl5BanBnXkFtZTgwMDIyMTM2MTE@._V1_SX300.jpg,,,Russian,Soviet Union,,2015-06-30 01:29:43.027000000,movie
19237,Our Dancing Daughters,1928,PASSED,85 min,Drama,1928-09-01,Harry Beaumont,"Josephine Lovett (story), Marian Ainslee (titles), Ruth Cummings (titles by)","Joan Crawford, Johnny Mack Brown, Nils Asther, Dorothy Sebastian",,7.5,1068,http://ia.media-imdb.com/images/M/MV5BMTg2OTM3NTIzOF5BMl5BanBnXkFtZTcwMjM4NTM2Nw@@._V1_SX300.jpg,A flapper who's secretly a good girl and a gold digging floozy masquerading as an ing�nue both vie for the hand of a millionaire.,"Diana is outwardly the hit of the party but inwardly virtuous and idealistic. Her friend Ann is thoroughly selfish and amoral. Both are attracted to Ben Black, soon-to-be millionaire. He takes Diana's flirtations with other boys as a sign of disinterest in him and marries Ann. Big mistake. Ben and Diana begin to realize their true love for each other and plan a new life together as drunken Ann falls down the stairs to her death.",English,USA,,2015-08-03 00:17:23.227000000,movie
19258,The Patsy,1928,NOT RATED,78 min,"Comedy, Drama, Romance",1928-04-22,King Vidor,"Barry Conners (story), Agnes Christine Johnston (adaptation), Ralph Spence (titles)","Marion Davies, Orville Caldwell, Marie Dressler, Lawrence Gray",,8.2,1789,http://ia.media-imdb.com/images/M/MV5BMTg2MzA0NjE1N15BMl5BanBnXkFtZTcwNDczMDAyMw@@._V1_SX300.jpg,An awkward teenager hopelessly in love with her elder sister's boyfriend tries to make him notice her.,An awkward teenager hopelessly in love with her elder sister's boyfriend tries to make him notice her.,English,USA,,2015-06-16 00:26:32.450000000,movie
19254,The Passion of Joan of Arc,1928,NOT RATED,114 min,"Biography, Drama, History",1928-10-25,Carl Theodor Dreyer,"Joseph Delteil, Carl Theodor Dreyer","Maria Falconetti, Eugene Silvain, Andr� Berley, Maurice Schutz",,8.4,23019,http://ia.media-imdb.com/images/M/MV5BMjQxMjk5ODUxMl5BMl5BanBnXkFtZTgwNDI2MjUwMzE@._V1_SX300.jpg,"A chronicle of the trial of Jeanne d'Arc on charges of heresy, and the efforts of her ecclesiastical jurists to force Jeanne to recant her claims of holy visions.","The sufferings of a martyr, Jeanne D'Arc (1412-1431). Jeanne appears in court where Cauchon questions her and d'Estivet spits on her. She predicts her rescue, is taken to her cell, and judges forge evidence against her. In her cell, priests interrogate her and judges deny her the Mass. Threatened first in a torture chamber and then offered communion if she will recant, she refuses. At a cemetery, in front of a crowd, a priest and supporters urge her to recant; she does, and Cauchon announces her sentence. In her cell, she explains her change of mind and receives communion. In the courtyard at Rouen castle, she burns at the stake; the soldiers turn on the protesting crowd.",French,France,1 win.,2015-09-12 00:19:10.117000000,movie
19286,Storm Over Asia,1928,,74 min,"Drama, History, War",1930-09-06,Vsevolod Pudovkin,"Osip Brik, I. Novokshenov (story)","Val�ry Inkijinoff, I. Dedintsev, Aleksandr Chistyakov, Viktor Tsoppi",,7.4,1106,http://ia.media-imdb.com/images/M/MV5BMTg0Mjg5ODAwNV5BMl5BanBnXkFtZTgwMzE3ODgwMjE@._V1_SX300.jpg,In 1918 a simple Mongolian herdsman escapes to the hills after brawling with a western capitalist fur trader who cheats him. In 1920 he helps the partisans fight for the Soviets against the...,"In 1918 a simple Mongolian herdsman escapes to the hills after brawling with a western capitalist fur trader who cheats him. In 1920 he helps the partisans fight for the Soviets against the occupying army. However he is captured when the army tries to requisition cattle from the herdsmen at the same time as the commandant meets with the reincarnated Grand Lama. After being shot, the army discovers an amulet that suggests he was a direct descendant of Genghis Khan. They find him still alive, so the army restores his health and plans to use him as the head of a Mongolian puppet regime.",Russian,Soviet Union,1 win.,2015-08-21 00:53:36.437000000,movie
19304,The Racket,1928,PASSED,84 min,"Crime, Drama",1928-11-01,Lewis Milestone,"Bartlett Cormack (from the stage success of), Bartlett Cormack (adaptation), Del Andrews (scenario), Tom Miranda (titles)","Thomas Meighan, Louis Wolheim, Marie Prevost, G. Pat Collins",,6.9,612,"http://ia.media-imdb.com/images/M/MV5BMTk5Mzc0MDY2N15BMl5BanBnXkFtZTgwMTg4MjQ3NDE@._V1._CR21,21,288,461_SX89_AL_.jpg_V1_SX300.jpg",An honest police captain vows to bring down a powerful bootlegger who is protected by corrupt politicians and judges.,"An honest police captain named McQuigg becomes a tough rival to a powerful bootlegger named Scarsi, even though McQuigg's pinches never stick because Scarsi and his organization control the corrupt politicians and judges. When Scarsi can't scare McQuigg off, he gets him transferred to a quiet police precinct in the suburbs, but McQuigg continues their war of words via a pair of wisecracking newspaper reporters. Then McQuigg catches a huge break when Scarsi's younger brother gets picked up for a hit and run accident in his precinct, putting in motion a complex plan to bring down the mobster using the reporters, a nightclub singing gold digger, the upcoming elections and Scari's own organization.",English,USA,,2015-08-25 01:12:15.040000000,movie
19278,Plane Crazy,1928,APPROVED,6 min,"Animation, Family, Comedy",,"Walt Disney, Ub Iwerks",,Walt Disney,,7.4,873,http://ia.media-imdb.com/images/M/MV5BODk4NDEyMDEyOF5BMl5BanBnXkFtZTgwNTc0NDIwMjE@._V1_SX300.jpg,"Inspired by Lindbergh's flight from New York to Paris, Mickey builds a plane to take Minnie for a trip involving some necking, though Minnie objects to the necking.","Mickey and his friends build an airplane from wood, using a dachshund like a rubber band. This plane never takes off, and quickly crashes into a tree. Mickey stretches his car into a semblance of an airplane, and brings Minnie along this time. Mickey is thrown from the plane, and struggles to get back in. The plane finally takes off. Mickey tries to get a kiss, but Minnie resists, and after Mickey kisses her anyway, she jumps out, using her bloomers as a parachute. Mickey crashes the plane soon after that.",English,USA,,2015-08-17 00:14:41.343000000,movie
19344,Sadie Thompson,1928,UNRATED,97 min,Drama,1928-01-07,Raoul Walsh,"W. Somerset Maugham (story), Raoul Walsh (adaptation), C. Gardner Sullivan (titles)","Lionel Barrymore, Blanche Friderici, Charles Lane, Florence Midgley",,8,1921,http://ia.media-imdb.com/images/M/MV5BOTkyOTQ1NzU1Nl5BMl5BanBnXkFtZTgwODY1MTczMTE@._V1_SX300.jpg,A prostitute seeking a fresh start becomes the obsession of a religious extremist.,"Sadie Thompson arrives in Pago-Pago to start a new life, but when extremist missionary Davidson lashes out against her lifestyle and tries to force her back to San Francisco, she may lose her second chance.",,USA,,2015-07-26 00:52:50.617000000,movie
19379,Show People,1928,NOT RATED,83 min,"Comedy, Romance",1928-11-20,King Vidor,"Agnes Christine Johnston (treatment), Laurence Stallings (treatment), Wanda Tuchock (continuity), Ralph Spence (titles)","Marion Davies, William Haines, Dell Henderson, Paul Ralli",,8.3,2626,http://ia.media-imdb.com/images/M/MV5BMTQ3MTUwMTg2Nl5BMl5BanBnXkFtZTgwMTM2ODAyMjE@._V1_SX300.jpg,A young lady from Georgia goes to Hollywood in the hopes of becoming an actress.,"Colonel Pepper brings his daughter, Peggy, to Hollywood from Georgia to be an actress. There she meets Billy who gets her work at Comet Studio doing comedies with him. But Peggy is discovered by High Art Studio and she leaves Billy and Comet to work there. For her new image, she is now Patricia Pepoire and ignores Billy when he sees her on location. When she is not longer wanted by the little people who do not understand ""ART"", she plans to marry Andre to get a fake title. Billy will not let her go without a fight.",,USA,1 win.,2015-08-15 00:05:25.037000000,movie
19400,The Smart Set,1928,,80 min,Comedy,1928-03-24,Jack Conway,"Byron Morgan (scenario), Ann Price (scenario), Byron Morgan (story), Robert E. Hopkins (titles)","William Haines, Jack Holt, Alice Day, Hobart Bosworth",,8.2,852,"http://ia.media-imdb.com/images/M/MV5BMTQxMzA4MTQ4NV5BMl5BanBnXkFtZTcwMjQ0MDAyMw@@._V1._CR32.883331298828125,78.53334045410156,288,420_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg","An American polo player, arrogant and full of himself, must vindicate his actions to win the heart of a girl, Polly, after getting himself booted off the U.S. polo team.","An American polo player, arrogant and full of himself, must vindicate his actions to win the heart of a girl, Polly, after getting himself booted off the U.S. polo team.",English,USA,,2015-01-28 00:32:56.193000000,movie
19403,Salt for Svanetia,1930,TV-14,55 min,Documentary,1930-05-24,Mikhail Kalatozov,Sergei Tretyakov (based upon an article by),,,7.8,353,,,,Georgian,Soviet Union,,2015-09-11 00:13:23.290000000,movie
19421,"Steamboat Bill, Jr.",1928,NOT RATED,70 min,"Action, Comedy, Drama",1928-05-20,"Charles Reisner, Buster Keaton",Carl Harbaugh (story),"Buster Keaton, Tom McGuire, Ernest Torrence, Tom Lewis",,8,8617,http://ia.media-imdb.com/images/M/MV5BMTUwMjQxODA2M15BMl5BanBnXkFtZTgwMzk4NzM2MzE@._V1_SX300.jpg,The effete son of a cantankerous riverboat captain comes to join his father's crew.,"Following through on a promise to his mother, William Canning Jr. goes to River Junction to meet his father who has not seen him since he was a child. The younger Canning isn't quite what the elder was expecting but the old man has bigger problems. He's being put out of business by J.J. King, who not only owns the local hotel and bank, but has recently introduced a new paddle wheel steamer that puts Cannings older boat, the Stonewall Jackson, to shame. Bill Jr. and Kitty King take a liking to each other much to the dismay of both of their fathers. When a fierce storm hits River Junction, Bill Jr. is forced to save Kitty, her father and his father.",English,USA,1 nomination.,2015-09-07 01:03:31.287000000,movie
19415,Spies,1928,UNRATED,90 min,"Romance, Thriller",1929-03-10,Fritz Lang,"Thea von Harbou (novel), Fritz Lang, Thea von Harbou (screenplay)","Rudolf Klein-Rogge, Gerda Maurus, Lien Deyers, Louis Ralph",,7.7,1975,http://ia.media-imdb.com/images/M/MV5BNjQxMjk2NzIwMl5BMl5BanBnXkFtZTgwMDM1MTA5MTE@._V1_SX300.jpg,The mastermind behind a ubiquitous spy operation learns of a dangerous romance between a Russian lady in his employ and a dashing agent from the government's secret service.,"Haghi is a criminal mastermind whose ubiquitous spy operation is always several steps ahead of the police and the government's secret service. Enter Agent 326, the daring and dashing young man, who thinks his disguise as a dirty, bearded vagrant is fooling the unknown mastermind and his minions. But Haghi is well aware of 326's existence and what he looks like. Enter Sonya, a Russian lady in Haghi's employ. Haghi wants Sonya to subvert the efforts of the government agent, but doesn't count on her falling in love with him. Meanwhile, Haghi is anxious to get his hands on a Japanese peace treaty in the possession of the cunning Doctor Masimoto, whose mistress is also in his employ.",German,Germany,,2015-08-27 00:33:37.930000000,movie
19429,Street Angel,1928,,102 min,Drama,1928-04-09,Frank Borzage,"H.H. Caldwell (titles), Katherine Hilliker (titles), Monckton Hoffe (play), Philip Klein (adaptation), Marion Orth, Henry Roberts Symonds (adaptation)","Janet Gaynor, Charles Farrell, Natalie Kingston, Henry Armetta",,7.5,1365,http://ia.media-imdb.com/images/M/MV5BMTk0NTU1NzM0Ml5BMl5BanBnXkFtZTgwNDEyOTYyMjE@._V1_SX300.jpg,A woman on the run from the law finds her past catching up to her just as she is on the verge of true happiness.,"In Naples, where prostitutes can pay their rent, Angela is sentenced to a year in the workhouse when she tries to steal(while streetwalking) to pay for medicine for her dying mother. She escapes and is hidden by a circus, where she's a natural talent and meets Gino, a painter. When she breaks her ankle in a fall, her career ends. What can she and Gino do? He wants to go to Naples, but the law may still be looking for her, and Gino doesn't know about her past. Starving artist and a beauty with a secret: is there room in this world for them?",,USA,Won 1 Oscar. Another 2 nominations.,2015-07-31 00:49:13.677000000,movie
19412,Speedy,1928,,85 min,"Action, Comedy, Family",1928-04-07,Ted Wilde,"John Grey (story), Lex Neal (story), Howard Emmett Rogers (story)","Harold Lloyd, Ann Christy, Bert Woodruff, Brooks Benedict",,7.8,1735,http://ia.media-imdb.com/images/M/MV5BMTcyNzA5Mjk2Nl5BMl5BanBnXkFtZTgwMTgzODYwMjE@._V1_SX300.jpg,"""Speedy"" loses his job as a soda-jerk, then spends the day with his girl at Coney Island. He then becomes a cab driver and delivers Babe Ruth to Yankee Stadium, where he stays to see the ...","""Speedy"" loses his job as a soda-jerk, then spends the day with his girl at Coney Island. He then becomes a cab driver and delivers Babe Ruth to Yankee Stadium, where he stays to see the game. When the railroad tries to run the last horse-drawn trolley (operated by his girl's grandfather) out of business, ""Speedy"" organizes the neighborhood oldtimers to thwart their scheme.",English,USA,,2015-08-24 00:37:12.213000000,movie
19422,Steamboat Willie,1928,,8 min,"Animation, Family, Comedy",1930-08-11,"Ub Iwerks, Walt Disney",,Walt Disney,,7.7,4230,http://ia.media-imdb.com/images/M/MV5BNTkzMTIzMTQzNV5BMl5BanBnXkFtZTgwMzk4NzYwMjE@._V1_SX300.jpg,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.","Mickey is piloting a steamboat when Captain Pete comes to the bridge and throws him off. They stop to pick up cargo. Minnie just misses the boat and Mickey uses the crane to grab her. She drops her sheet music of ""Turkey in the Straw"" and a goat eats it. With help from Mickey, she cranks the goat's tail, and it plays the tune. Mickey accompanies on percussion and by torturing various animals, until Pete comes down and puts a stop to it, putting Mickey to work peeling potatoes. While this is the first sound Mickey Mouse, there's no dialog.",English,USA,1 win.,2015-08-28 00:19:58.017000000,movie
19434,Submarine,1928,APPROVED,93 min,"Action, Drama",1928-11-12,"Frank Capra, Irvin Willat","Dorothy Howell, Norman Springer (story)","Jack Holt, Dorothy Revier, Ralph Graves, Clarence Burton",,7.4,170,,"Two sailors who are always competing against each other set their sights on the same girl. When she chooses one over the other, their friendship ends acrimoniously. However, things change ...","Two sailors who are always competing against each other set their sights on the same girl. When she chooses one over the other, their friendship ends acrimoniously. However, things change when one the men is in a submarine trapped beneath the ocean and the other, a diver, is sent down on a rescue mission.",English,USA,,2015-08-15 00:23:37.350000000,movie
